UNIQUE_CARRIER_NAME,YEAR,QUARTER,Overall - OP_EXPENSES,Overall - OP_PROFIT_LOSS,Overall - OP_REVENUES,Rev - CHARTER_PAX,Rev - CHARTER_PROP,Rev - MAIL,Rev - MISC_OP_REV,Rev - PROP_BAG,Rev - PROP_FREIGHT,Rev - PUB_SVC_REVENUE,Rev - RES_CANCEL_FEES,Rev - TOTAL_CHARTER,Rev - TOTAL_MISC_REV,Rev - TOTAL_PROPERTY,Rev - TRANS_REVENUE,Rev - TRANS_REV_PAX,Exp - AIRCFT_SERVICES,Exp - FLYING_OPS,Exp - GENERAL_ADMIN,Exp - GENERAL_SERVICES,Exp - MAINTENANCE,Exp - PAX_SERVICE,Exp - PROMOTION_SALES,Exp - TRANS_EXPENSES
               JetBlue Airways               ,2018-01-01T00:00:00Z,3,1476992.5,15654.6,1492647.11,277.7,0,0,6421.08,63468.88,6.27,0,29085.74,NA,NA,NA,51669.45,1341717.98,245678.96,682503.35,74735.11,NA,168713.59,116490.52,90063.8,667.97
           Southwest Airlines Co.            ,2018-01-01T00:00:00Z,3,4657009,777939,5434948,9257,0,0,459360,12550,42003,0,0,NA,NA,NA,18215,4893563,858288,1962993,369651,NA,489463,385713,280632,28914
              Spirit Air Lines               ,2018-01-01T00:00:00Z,3,687839.75,131483.6,819323.35,0,0,0,178675.69,150853.09,0,0,13554.12,NA,NA,NA,1558.85,474681.6,54431.44,365358.57,107534.43,0,48926.67,37621.7,34308.79,0
            United Air Lines Inc.            ,2018-01-01T00:00:00Z,3,6053664.52,708614.14,6762278.66,39854.65,NA,19804.39,1746.6,127418.49,45503.44,NA,85360.5,NA,NA,NA,2265465.32,4177125.26,1102323.67,1696855.75,421519.23,NA,464495.37,403625.96,328845.99,1367523.5
            Alaska Airlines Inc.             ,2000-01-01T00:00:00Z,3,23827,-2123,21704,NA,NA,236,72,86,147,NA,540,NA,612,233,NA,20623,3970,9296,1433,NA,2968,2231,2756,NA
           American Airlines Inc.            ,2000-01-01T00:00:00Z,3,679465,49810,729275,1332,NA,2006,5281,1761,37771,NA,NA,1332,5281,39532,34045,647079,123197,194330,29853,NA,80332,93089,101681,12683
            Delta Air Lines Inc.             ,2000-01-01T00:00:00Z,3,97604,25534,123138,NA,NA,187,146,342,4413,NA,NA,NA,146,4755,14661,103389,19686,22916,6320,NA,8798,13432,12788,8553
         Federal Express Corporation         ,2000-01-01T00:00:00Z,3,113245,38028,151273,NA,64,24,1924,NA,112801,NA,NA,64,1924,112801,36460,NA,18636,30521,13077,NA,9542,NA,4827,28865
            United Air Lines Inc.            ,2000-01-01T00:00:00Z,3,208431,-8742,199689,523,NA,1489,1815,274,11881,NA,9,523,1824,12155,14217,169481,28162,63911,10132,NA,21819,29576,37376,6939
            Alaska Airlines Inc.             ,2001-01-01T00:00:00Z,3,24157,-1721,22436,NA,NA,185,20,100,17,NA,382,NA,402,117,NA,21732,3855,9275,1330,NA,3408,2127,2904,NA
           American Airlines Inc.            ,2001-01-01T00:00:00Z,3,701970,-41242,660728,1301,NA,2116,8966,1310,33881,NA,NA,1301,8966,35191,19944,593210,123162,188382,75659,NA,70235,88785,99508,8814
            Delta Air Lines Inc.             ,2001-01-01T00:00:00Z,3,155404,-13298,142106,NA,NA,243,-254,439,7298,NA,NA,NA,-254,7737,10222,124158,28440,48028,8553,NA,14346,18960,17415,7323
         Federal Express Corporation         ,2001-01-01T00:00:00Z,3,117349,30877,148226,NA,37,40,2235,NA,109807,NA,NA,37,2235,109807,36107,NA,19256,34751,12767,NA,9778,NA,4453,30366
            Alaska Airlines Inc.             ,2002-01-01T00:00:00Z,3,25229,583,25812,NA,NA,NA,-7,137,NA,NA,506,NA,499,137,NA,25176,4388,9592,1218,NA,3144,2373,3071,NA
            Delta Air Lines Inc.             ,2002-01-01T00:00:00Z,3,161783,-14052,147731,NA,NA,752,-3823,597,6925,NA,-449,NA,-4272,7522,12327,131402,28499,54418,10601,NA,13996,17092,15603,8194
         Federal Express Corporation         ,2002-01-01T00:00:00Z,3,130142,31075,161217,NA,34,40,2666,NA,113564,NA,NA,34,2666,113564,44913,NA,17167,27400,29843,NA,9395,NA,4210,37668
            Alaska Airlines Inc.             ,2003-01-01T00:00:00Z,3,28646,1050,29696,NA,NA,348,-11,146,465,NA,503,NA,492,611,NA,28245,4211,11666,1541,NA,3439,2893,3247,NA
           American Airlines Inc.            ,2003-01-01T00:00:00Z,3,605411,97286,702697,587,NA,1538,3976,2399,29511,NA,NA,587,3976,31910,92730,571956,117011,173481,13868,NA,62684,76174,62179,56756
            Delta Air Lines Inc.             ,2003-01-01T00:00:00Z,3,145547,4745,150292,NA,NA,262,-3447,260,6268,NA,756,NA,-2691,6528,15783,130410,23434,46212,9095,NA,12350,14028,12656,15779
         Federal Express Corporation         ,2003-01-01T00:00:00Z,3,108642,-11063,97579,NA,NA,48,3616,NA,66350,NA,NA,NA,3616,66350,27565,NA,16750,25306,17896,NA,8955,NA,3783,31726
            United Air Lines Inc.            ,2003-01-01T00:00:00Z,3,116516,-7502,109014,268,NA,655,1357,353,7012,NA,12,268,1369,7365,8836,90521,17234,36048,7598,NA,12060,18006,10701,6236
            Alaska Airlines Inc.             ,2004-01-01T00:00:00Z,3,29891,5441,35332,NA,NA,494,107,281,331,NA,575,NA,682,612,NA,33544,2401,14588,2751,NA,2886,2400,3244,NA
           American Airlines Inc.            ,2004-01-01T00:00:00Z,3,789322,-7584,781738,376,NA,2804,4129,2754,33335,NA,NA,376,4129,36089,117281,621059,139992,256673,39838,NA,85341,86080,62707,78884
            Delta Air Lines Inc.             ,2004-01-01T00:00:00Z,3,171193,-9263,161930,NA,NA,251,-2996,154,8157,NA,880,NA,-2116,8311,17052,138432,24715,62217,9692,NA,14930,15091,12385,18771
         Federal Express Corporation         ,2004-01-01T00:00:00Z,3,105733,41530,147263,NA,NA,37,5643,NA,100069,NA,NA,NA,5643,100069,41514,NA,16015,27048,11097,NA,9903,NA,5065,32043
            United Air Lines Inc.            ,2004-01-01T00:00:00Z,3,98669,-3155,95514,NA,NA,620,665,303,6453,NA,6,NA,671,6756,6403,81064,13810,34651,5232,NA,10593,14114,9589,5372
            Alaska Airlines Inc.             ,2005-01-01T00:00:00Z,3,32732,4214,36946,81,NA,462,189,239,838,105,484,81,673,1077,2046,32502,2600,17481,1664,NA,3662,2540,2783,NA
           American Airlines Inc.            ,2005-01-01T00:00:00Z,3,901603,19784,921387,377,NA,3364,4192,3174,31550,NA,NA,377,4192,34724,141044,737686,146816,328653,47264,NA,88934,84975,71624,96521
         Federal Express Corporation         ,2005-01-01T00:00:00Z,3,127772,28941,156713,NA,29,30,628,NA,117425,NA,NA,29,628,117425,38601,NA,24859,33691,14042,NA,13018,NA,4649,33925
              Spirit Air Lines               ,2005-01-01T00:00:00Z,3,10518.11,-1307.6,9210.51,88.74,NA,NA,258.2,NA,NA,NA,NA,88.74,258.2,NA,NA,8863.57,1827.61,5244.15,375.64,NA,1482.29,519.78,838.3,NA
            Alaska Airlines Inc.             ,2006-01-01T00:00:00Z,3,39901,20655,60556,125,NA,696,293,375,1256,141,1055,125,1348,1631,2707,53908,2777,19091,6354,NA,3593,2704,3040,NA
           American Airlines Inc.            ,2006-01-01T00:00:00Z,3,933303,89585,1022888,1028,NA,3345,4437,5225,42374,NA,NA,1028,4437,47599,157195,809284,145336,355928,39086,NA,94967,85279,71641,104812
            Delta Air Lines Inc.             ,2006-01-01T00:00:00Z,3,297257,-16336,280921,NA,NA,379,-4019,188,10698,NA,1190,NA,-2829,10886,25938,246547,31594,126612,11302,NA,21458,17291,20805,45927
         Federal Express Corporation         ,2006-01-01T00:00:00Z,3,137908,53873,191781,NA,NA,30,831,NA,141222,NA,NA,NA,831,141222,49698,NA,20452,36549,16629,NA,16313,NA,5932,38705
              Spirit Air Lines               ,2006-01-01T00:00:00Z,3,19550.86,-3296.71,16254.16,3.16,NA,NA,706.06,NA,6.05,NA,NA,3.16,706.06,6.05,NA,15538.88,3245.05,11730.5,680.51,NA,1464.82,877.41,1277.46,NA
            United Air Lines Inc.            ,2006-01-01T00:00:00Z,3,139593,659,140252,NA,NA,963,626,614,7010,NA,1062,NA,1688,7624,10071,119906,17562,61793,8198,NA,15187,13729,10105,4851
            Alaska Airlines Inc.             ,2007-01-01T00:00:00Z,3,41705,4665,46370,51,NA,426,295,272,838,98,772,51,1067,1110,5860,37758,5144,21502,1872,NA,4712,3079,2737,NA
           American Airlines Inc.            ,2007-01-01T00:00:00Z,3,968422,87613,1056035,267,NA,3555,3687,5538,41339,NA,NA,267,3687,46877,163122,838527,150042,370171,45620,NA,95734,89116,70266,106944
            Delta Air Lines Inc.             ,2007-01-01T00:00:00Z,3,356752,13686,370438,NA,NA,287,11424,212,10502,NA,1747,NA,13171,10714,40420,305846,38781,130770,25538,NA,26881,21332,22929,64383
         Federal Express Corporation         ,2007-01-01T00:00:00Z,3,150391,58432,208823,NA,126,38,1008,NA,157798,NA,NA,126,1008,157798,49853,NA,24152,38944,19676,NA,17630,NA,6717,38907
              Spirit Air Lines               ,2007-01-01T00:00:00Z,3,50548.87,2539.89,53088.76,NA,NA,NA,6458.67,NA,NA,NA,NA,NA,6458.67,NA,NA,46630.09,8699.66,30865.49,1931.6,NA,3113.17,2246.26,3366.91,NA
            United Air Lines Inc.            ,2007-01-01T00:00:00Z,3,125924,7996,133920,NA,NA,1381,650,523,6301,NA,709,NA,1359,6824,6860,117496,20230,54717,7188,NA,15147,12405,8722,1794
            Alaska Airlines Inc.             ,2008-01-01T00:00:00Z,3,39976,11541,51517,95,6,526,340,494,1061,100,1042,101,1382,1555,8395,39458,2658,23868,2406,NA,3382,2555,2665,NA
           American Airlines Inc.            ,2008-01-01T00:00:00Z,3,1191493,116478,1307971,401,NA,4440,4297,19114,49896,NA,25863,401,30160,69010,199767,1004193,165743,529886,50490,NA,98366,93494,77657,130696
            Delta Air Lines Inc.             ,2008-01-01T00:00:00Z,3,434726,4125,438851,NA,NA,276,12296,407,16875,NA,1563,NA,13859,17282,42497,364937,49321,190118,15285,NA,22970,26844,25367,79658
         Federal Express Corporation         ,2008-01-01T00:00:00Z,3,178373,54190,232563,NA,NA,22,1143,NA,164817,NA,NA,NA,1143,164817,66581,NA,25989,56757,19831,NA,13134,NA,5833,51803
              Spirit Air Lines               ,2008-01-01T00:00:00Z,3,54876,-8969,45907,NA,NA,NA,7503,NA,NA,NA,1168,NA,8671,NA,NA,37236,6590,35578,6269,NA,1894,1856,2374,NA
            United Air Lines Inc.            ,2008-01-01T00:00:00Z,3,142975,3285,146260,NA,NA,1248,631,583,8246,NA,447,NA,1078,8829,8185,126920,19908,73084,8290,NA,13709,12733,8157,1784
            Alaska Airlines Inc.             ,2009-01-01T00:00:00Z,3,23577,-261,23316,63,NA,NA,NA,831,171,NA,513,63,513,1002,NA,21738,3810,9737,2052,NA,2567,1943,1747,NA
           American Airlines Inc.            ,2009-01-01T00:00:00Z,3,964748,28037,992785,966,NA,3124,4106,22984,30321,NA,23163,966,27269,53305,162101,746020,160443,326028,71043,NA,105590,90812,64927,97976
            Delta Air Lines Inc.             ,2009-01-01T00:00:00Z,3,365377,-7894,357483,NA,NA,709,17252,NA,10011,NA,9299,NA,26551,10011,25895,294317,43878,136069,20053,NA,26513,26886,21834,67301
         Federal Express Corporation         ,2009-01-01T00:00:00Z,3,152367,28373,180740,NA,83,2,1532,NA,131194,NA,NA,83,1532,131194,47929,NA,26436,40061,19314,NA,13593,NA,4174,41007
               JetBlue Airways               ,2009-01-01T00:00:00Z,3,50610.02,11525.2,62135.22,NA,NA,NA,340.95,905.83,93.66,NA,1791.56,NA,2132.51,999.48,2350.39,56652.83,9363.91,23824.06,2462.57,NA,4207.43,2650.95,3665.02,715.2
              Spirit Air Lines               ,2009-01-01T00:00:00Z,3,33435,5680,39115,NA,NA,NA,3049,3719,NA,NA,1285,NA,4334,3719,292,30770,5112,20059,1852,NA,2348,1649,2022,NA
            United Air Lines Inc.            ,2009-01-01T00:00:00Z,3,99984,-14307,85677,NA,NA,523,526,375,5603,NA,-116,NA,410,5978,4838,73928,16844,42466,5657,NA,11613,10997,5803,1188
            Alaska Airlines Inc.             ,2010-01-01T00:00:00Z,3,28973,6299,35272,118,6,NA,NA,1549,176,NA,596,124,596,1725,NA,32827,4637,12489,2323,NA,2937,2376,2221,NA
           American Airlines Inc.            ,2010-01-01T00:00:00Z,3,1097840,63312,1161152,1358,NA,2343,4528,29821,39937,NA,23213,1358,27741,69758,182121,877831,177500,390751,61686,NA,120162,101962,78268,116127
            Delta Air Lines Inc.             ,2010-01-01T00:00:00Z,3,426426,7237,433663,NA,NA,NA,12481,NA,12321,NA,9960,NA,22441,12321,26725,372176,57305,169285,18212,NA,33388,28480,26853,66858
         Federal Express Corporation         ,2010-01-01T00:00:00Z,3,182658,58116,240774,NA,234,1,1210,NA,170674,NA,NA,234,1210,170674,68655,NA,31829,46467,22376,NA,16530,NA,5587,53266
               JetBlue Airways               ,2010-01-01T00:00:00Z,3,125808.78,59745.15,185553.93,NA,NA,NA,738.92,2380.43,371.04,NA,4453.36,NA,5192.28,2751.47,6951.23,170658.95,14561.18,63663.5,7765.07,NA,11124.53,7330.4,10775.98,1885.58
              Spirit Air Lines               ,2010-01-01T00:00:00Z,3,38727,4787,43514,NA,NA,NA,5666,4863,NA,NA,1195,NA,6861,4863,306,31484,6556,23008,1923,NA,2635,1843,2528,NA
            United Air Lines Inc.            ,2010-01-01T00:00:00Z,3,115800,15839,131639,NA,NA,842,630,904,8324,NA,27,NA,657,9228,6801,114111,7399,51601,11977,NA,15373,12152,8816,1468
            Alaska Airlines Inc.             ,2011-01-01T00:00:00Z,3,48556,6306,54862,97,8,0,0,2814,570,0,133,NA,NA,NA,0,51239,6990,24114,3193,NA,3899,3835,3423,0
           American Airlines Inc.            ,2011-01-01T00:00:00Z,3,1117553,249811,1367364,2377,0,3278,5062,32552,42349,0,26369,NA,NA,NA,229867,1025510,150104,436345,69893,NA,108212,96197,74794,140099
            Delta Air Lines Inc.             ,2011-01-01T00:00:00Z,3,492083,2387,494470,0,0,0,19990,0,14005,0,10986,NA,NA,NA,31385,418104,62425,208521,18080,NA,32907,31095,33379,81465
         Federal Express Corporation         ,2011-01-01T00:00:00Z,3,249106,-34127,214979,NA,41,1,5782,NA,133819,NA,NA,NA,NA,NA,75337,NA,44802,55591,30153,NA,17920,NA,5929,88489
               JetBlue Airways               ,2011-01-01T00:00:00Z,3,154662.91,66808.79,221471.7,0,0,0,1005.31,3207.53,536.08,0,5758.66,NA,NA,NA,9394.26,201569.87,16139.6,89115.25,7116.65,NA,13279.52,7671.53,10897.52,1789.12
            United Air Lines Inc.            ,2011-01-01T00:00:00Z,3,162660.06,28606.21,191266.27,0,0,1099.2,948.91,888.29,6436.11,0,0,NA,NA,NA,11393.53,170500.22,23153.07,76547.58,5536.88,NA,19313.55,13144.13,12044.37,3695.28
            Alaska Airlines Inc.             ,2012-01-01T00:00:00Z,3,48025,6970,54996,77,9,0,0,2513,395,0,278,NA,NA,NA,0,51725,6755,23961,3410,NA,3813,3863,3162,0
           American Airlines Inc.            ,2012-01-01T00:00:00Z,3,1239733,194572,1434305,2860,0,3045,4286,30670,39672,0,28663,NA,NA,NA,237423,1087686,150567,458454,145266,NA,111023,100721,82114,145740
            Delta Air Lines Inc.             ,2012-01-01T00:00:00Z,3,413358,100146,513504,0,0,0,23897,0,14240,0,11046,NA,NA,NA,33797,430524,65945,179521,19340,NA,40598,32908,32982,15965
               JetBlue Airways               ,2012-01-01T00:00:00Z,3,180222.22,68325.02,248547.23,711.75,0,0,1136.49,3506.44,586.06,0,6079.68,NA,NA,NA,9389.69,227137.13,18503.83,101714.3,7829.2,NA,18797.95,9171,11808.55,1870.92
           Southwest Airlines Co.            ,2012-01-01T00:00:00Z,3,41775,499,42274,110,0,0,3108,452,386,0,108,NA,NA,NA,87,38023,6151,20577,3688,NA,4402,2568,2244,23
            United Air Lines Inc.            ,2012-01-01T00:00:00Z,3,725621.54,56249.48,781871.01,0,0,1756.57,1334.71,17034.63,21673.54,0,14275.2,NA,NA,NA,98380.04,627416.33,77778.87,294599.57,88520.14,NA,61355.68,49244.04,48549.67,77434.82
            Alaska Airlines Inc.             ,2013-01-01T00:00:00Z,3,48341,5931,54272,149,9,163,0,1515,225,0,1268,NA,NA,NA,0,50944,6852,23734,4296,NA,3727,3724,3084,0
           American Airlines Inc.            ,2013-01-01T00:00:00Z,3,1293205,295821,1589026,4026,0,4046,4989,29393,43397,0,31084,NA,NA,NA,258407,1213684,160796,511991,98956,NA,120261,109561,86657,158462
            Delta Air Lines Inc.             ,2013-01-01T00:00:00Z,3,584996,2095,587091,0,0,0,25606,0,13497,0,13463,NA,NA,NA,34153,500372,73484,216126,26735,NA,49607,36581,34905,114864
               JetBlue Airways               ,2013-01-01T00:00:00Z,3,262632.61,27362.45,289995.06,616.01,0,0,1377.91,3795.06,790.62,0,7021.66,NA,NA,NA,9800.14,266593.67,25532.66,145657.62,9605.14,NA,31548.47,13585.37,18931.41,1978.95
           Southwest Airlines Co.            ,2013-01-01T00:00:00Z,3,51553,4835,56388,116,0,0,1725,402,510,0,82,NA,NA,NA,207,53346,8385,25331,3444,NA,5232,3452,2780,191
            United Air Lines Inc.            ,2013-01-01T00:00:00Z,3,750960.19,52391.27,803351.46,0,0,858.58,1665.9,16871.23,14754.64,0,17355.71,NA,NA,NA,119705.9,632139.51,110543.34,292892.34,67993.88,NA,58937.64,52747.51,42172.38,92053.72
            Alaska Airlines Inc.             ,2014-01-01T00:00:00Z,3,46739,8456,55195,115,8,91,0,1873,198,0,1208,NA,NA,NA,0,51703,7106,22774,3064,NA,3560,3702,3432,0
           American Airlines Inc.            ,2014-01-01T00:00:00Z,3,1370965,96558,1467523,4731,0,4693,3991,31794,47193,0,29360,NA,NA,NA,254766,1090995,169428,531353,116630,NA,142785,114811,73935,167256
               JetBlue Airways               ,2014-01-01T00:00:00Z,3,250511.85,72287.42,322799.27,908.81,0,0,1570.57,4930.68,997.08,0,8207.64,NA,NA,NA,8297.34,297887.16,27647.7,137701.16,10412.87,NA,26553.93,15228.96,17217.16,169.03
           Southwest Airlines Co.            ,2014-01-01T00:00:00Z,3,43853,6440,50293,100,0,0,1533,186,467,0,23,NA,NA,NA,167,47817,7207,20808,3334,NA,4227,3118,2470,191
              Spirit Air Lines               ,2014-01-01T00:00:00Z,3,44475.28,10620.28,55095.56,0,0,0,11470.23,6638.08,0,0,1037.42,NA,NA,NA,317.72,35632.11,2982.98,27668.32,5785,0,2915.66,1780.12,2141.39,0
            United Air Lines Inc.            ,2014-01-01T00:00:00Z,3,764055.24,83013.02,847068.26,0,0,1150.94,1596.99,18265.29,13047.49,0,19554.18,NA,NA,NA,111548.8,681904.58,111908.42,305509.67,63740.6,NA,66966.77,53424.21,45595.5,79602.85
            Alaska Airlines Inc.             ,2015-01-01T00:00:00Z,3,38068,11673,49741,104,8,3,0,1502,171,0,1172,NA,NA,NA,0,46781,6905,14418,3256,NA,3516,4076,2886,0
           American Airlines Inc.            ,2015-01-01T00:00:00Z,3,1280637.1,242532.3,1523169.4,0,0,4281.59,20132.69,39212.61,35781.15,0,33736.95,NA,NA,NA,309085.58,1080938.83,154823.01,428687.18,133275.87,0,130716.49,107598.66,65811.42,205987.87
            Delta Air Lines Inc.             ,2015-01-01T00:00:00Z,3,610812,30855,641667,0,0,0,36647,0,11830,0,13634,NA,NA,NA,59042,520514,80261,201969,52697,NA,56568,42417,38187,101544
               JetBlue Airways               ,2015-01-01T00:00:00Z,3,235047.98,141935.12,376983.1,2009.6,0,0,1443.66,9024.8,963.6,0,7783.38,NA,NA,NA,8629.01,347129.05,31215.73,104876.16,12305.09,NA,30296.63,19382.12,20275.12,493.16
           Southwest Airlines Co.            ,2015-01-01T00:00:00Z,3,54250,16235,70485,160,0,0,6835,153,582,0,0,NA,NA,NA,247,62508,9943,23100,4145,NA,5715,4366,3281,278
              Spirit Air Lines               ,2015-01-01T00:00:00Z,3,41344.56,15564.68,56909.23,0,0,0,14100.07,7655.52,0,0,1078.44,NA,NA,NA,0,34075.2,3549.33,21753.46,6556.08,0,3144.19,2114.13,2284.3,0
            United Air Lines Inc.            ,2015-01-01T00:00:00Z,3,717332.67,92768.03,810100.7,0,0,1046.66,1270.25,17876.74,14472.12,0,19395.2,NA,NA,NA,110009.21,646030.53,126743.95,240255.29,74208.85,NA,68902.25,60802.44,41957.25,66611.12
            Alaska Airlines Inc.             ,2016-01-01T00:00:00Z,3,48930,13356,62286,145,10,0,0,2122,184,0,1615,NA,NA,NA,0,58210,9083,17003,4865,NA,4264,5382,4042,0
           American Airlines Inc.            ,2016-01-01T00:00:00Z,3,1064645.13,177630.32,1242275.45,0,0,5257.53,9192.25,39804.48,32928.95,0,30285.75,NA,NA,NA,93634.65,1031171.84,150896.68,373765.27,184408.15,0,129096.67,107915.2,57970.5,4826.2
            Delta Air Lines Inc.             ,2016-01-01T00:00:00Z,3,523157,108080,631237,0,0,0,42881,0,9728,0,13328,NA,NA,NA,48595,516705,90475,170535,36181,NA,57574,54864,41967,34708
               JetBlue Airways               ,2016-01-01T00:00:00Z,3,245774.47,137482.04,383256.51,2404.91,0,0,1280.56,12454.5,0.03,0,7052.12,NA,NA,NA,11880.33,348184.06,32249.48,98538.27,19251.09,NA,35544.34,21063.57,19229.39,142.29
           Southwest Airlines Co.            ,2016-01-01T00:00:00Z,3,80447,12570,93017,178,0,0,7085,205,767,0,0,NA,NA,NA,281,84501,14113,33032,6737,NA,8618,7054,4754,433
              Spirit Air Lines               ,2016-01-01T00:00:00Z,3,40347.42,11222.92,51570.35,0,0,0,11502.89,9397.02,0,0,880.67,NA,NA,NA,80.85,29708.91,3413.53,19248.49,7479.84,0,3610.54,2372.92,2121.88,0
            United Air Lines Inc.            ,2016-01-01T00:00:00Z,3,708378.18,89407.2,797785.37,NA,NA,1046.21,279.3,18640.6,12650.08,NA,17897.03,NA,NA,NA,99982.38,647289.79,135747.04,229373.49,68054.95,NA,60541.14,65753.76,46700.8,61051.97
            Alaska Airlines Inc.             ,2017-01-01T00:00:00Z,3,61485,15072,76557,168,11,0,0,2569,-150,0,1933,NA,NA,NA,0,72026,11669,22252,5795,NA,5381,6889,5586,0
           American Airlines Inc.            ,2017-01-01T00:00:00Z,3,1099528.29,228827.99,1328356.28,0,0,5359.54,9696.76,40875.16,35684.9,0,29791.61,NA,NA,NA,93762.69,1113185.63,156769.63,408865.04,161870.22,0,132803.66,110710.41,64722.39,4522.16
            Delta Air Lines Inc.             ,2017-01-01T00:00:00Z,3,566039,115335,681374,0,0,0,49966,0,11189,0,13263,NA,NA,NA,41236,565720,97170,192328,38011,NA,58718,59440,45415,30561
               JetBlue Airways               ,2017-01-01T00:00:00Z,3,295521.69,151273.82,446795.51,0,0,0,1467.46,20914.84,0,0,8269.23,NA,NA,NA,18234.66,397909.31,57459.72,110868.91,20874.58,NA,35192.35,27139.67,21480.26,162.85
           Southwest Airlines Co.            ,2017-01-01T00:00:00Z,3,108697,20434,129131,224,0,0,10927,292,1032,0,0,NA,NA,NA,393,116263,20813,43808,9398,NA,10826,9175,6590,664
              Spirit Air Lines               ,2017-01-01T00:00:00Z,3,43151.44,7703.65,50855.09,0,0,0,11735.45,9286.8,0,0,944.41,NA,NA,NA,95.18,28793.26,3743.7,20482.9,8366.07,0,3048.46,2603.38,2180.69,0
            United Air Lines Inc.            ,2017-01-01T00:00:00Z,3,745072.63,90994.42,836067.05,NA,NA,372.11,321.87,23400.19,16353.43,NA,16423.12,NA,NA,NA,86273.62,692922.7,145156.16,242402.5,61637.16,NA,66831.11,75482.64,48284.16,60375.58
            Alaska Airlines Inc.             ,2018-01-01T00:00:00Z,3,66082,7384,73466,94,7,41,0,3520,30,0,2209,NA,NA,NA,0,67564,10665,30243,5699,NA,6004,5689,4455,0
           American Airlines Inc.            ,2018-01-01T00:00:00Z,3,1223954.43,224839.6,1448794.03,0,0,6168.44,94254.73,40225.8,45396.96,0,27447.52,NA,NA,NA,25378.3,1209922.28,151091.52,500338.49,188228.15,0,135277.63,117407.12,62569.31,5309.42
            Delta Air Lines Inc.             ,2018-01-01T00:00:00Z,3,590183,114279,704462,0,0,0,57475,26626,12821,0,13076,NA,NA,NA,26743.88,567720.12,93238,238795,41967,NA,42635,54943,46435,28429
               JetBlue Airways               ,2018-01-01T00:00:00Z,3,401992.02,113304.34,515296.36,0,0,0,2333.85,23068.78,2.28,0,10571.68,NA,NA,NA,18780.09,460539.7,65584.78,188939.27,20071.05,NA,44702.42,31189.74,24135.17,179.05
           Southwest Airlines Co.            ,2018-01-01T00:00:00Z,3,119899,20030,139929,238,0,0,11827,323,1081,0,0,NA,NA,NA,469,125991,22097,50539,9517,NA,12602,9931,7225,744
              Spirit Air Lines               ,2018-01-01T00:00:00Z,3,71365.27,13641.79,85007.06,0,0,0,18538.1,15651.42,0,0,1406.28,NA,NA,NA,161.74,49249.53,5647.41,37906.96,11156.99,0,5076.28,3903.36,3559.63,0
            United Air Lines Inc.            ,2018-01-01T00:00:00Z,3,790423.1,38652.26,829075.35,NA,NA,304.49,153.63,20667.75,18408.48,NA,13572.21,NA,NA,NA,95939.87,680028.92,141747.43,294184.39,54976,NA,71593.82,70916.96,48964.54,62420.34
           American Airlines Inc.            ,2000-01-01T00:00:00Z,3,130810,24665,155475,NA,NA,1530,355,221,16753,NA,NA,NA,355,16974,5231,131385,17034,34298,10849,NA,6102,21257,29940,2442
            Delta Air Lines Inc.             ,2000-01-01T00:00:00Z,3,78353,15120,93473,NA,NA,235,25,134,8136,NA,NA,NA,25,8270,1519,83424,14984,23899,4810,NA,8980,10223,9733,1089
         Federal Express Corporation         ,2000-01-01T00:00:00Z,3,436229,-21224,415005,NA,19750,2396,4980,NA,289606,NA,NA,19750,4980,289606,98273,NA,88422,110154,50559,NA,44722,NA,17369,103259
            United Air Lines Inc.            ,2000-01-01T00:00:00Z,3,846982,27111,874093,NA,NA,10051,3571,1199,88596,NA,39,NA,3610,89795,62350,708287,95681,290877,22631,NA,77312,133087,158149,23492
           American Airlines Inc.            ,2001-01-01T00:00:00Z,3,134012,2660,136672,NA,NA,1258,4907,205,14302,NA,NA,NA,4907,14507,7886,108114,16164,39780,17170,NA,7319,22068,19335,1692
            Delta Air Lines Inc.             ,2001-01-01T00:00:00Z,3,90720,-19827,70893,NA,NA,115,-123,93,3420,NA,NA,NA,-123,3513,1919,65469,14256,35107,4287,NA,10624,9505,8730,1743
         Federal Express Corporation         ,2001-01-01T00:00:00Z,3,413571,8742,422313,NA,14433,3187,5485,NA,300354,NA,NA,14433,5485,300354,98854,NA,81801,110460,49256,NA,40245,NA,14897,96449
           American Airlines Inc.            ,2002-01-01T00:00:00Z,3,112795,8895,121690,NA,NA,1113,273,267,15729,NA,NA,NA,273,15996,5772,98536,15378,33384,7617,NA,9867,20637,15163,727
            Delta Air Lines Inc.             ,2002-01-01T00:00:00Z,3,36734,3003,39737,NA,NA,270,-1022,74,1196,NA,-133,NA,-1155,1270,12157,27195,7666,10333,2852,NA,3416,4598,4197,2204
         Federal Express Corporation         ,2002-01-01T00:00:00Z,3,509394,32784,542178,NA,14509,3530,6471,NA,396228,NA,NA,14509,6471,396228,121440,NA,97416,112767,106877,NA,43688,NA,15757,112138
           American Airlines Inc.            ,2003-01-01T00:00:00Z,3,93856,31968,125824,NA,NA,940,643,388,16430,NA,NA,NA,643,16818,14987,92436,8278,23523,5450,NA,9762,18508,9656,9789
            Delta Air Lines Inc.             ,2003-01-01T00:00:00Z,3,44581,-12458,32123,NA,NA,232,-737,42,940,NA,76,NA,-661,982,5606,25964,5009,22675,1944,NA,2048,2998,2705,2141
